Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Mambere-kadei,mambere-kadei,Mambéré-Kadéï,mambere-kadei,100,Central African Republic,"[{""candidate_NE_name"": ""Mambéré-Kadéï"", ""candidate_NE_name_norm"": ""mambere-kadei"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Berea"", ""candidate_NE_name_norm"": ""berea"", ""score"": 72, ""country"": ""Lesotho""}, {""candidate_NE_name"": ""Labé"", ""candidate_NE_name_norm"": ""labe"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Mamou"", ""candidate_NE_name_norm"": ""mamou"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Matam"", ""candidate_NE_name_norm"": ""matam"", ""score"": 68, ""country"": ""Senegal""}]"
Mbomou,mbomou,Mbomou,mbomou,100,Central African Republic,"[{""candidate_NE_name"": ""Mbomou"", ""candidate_NE_name_norm"": ""mbomou"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Haut-Mbomou"", ""candidate_NE_name_norm"": ""haut-mbomou"", ""score"": 90, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Mamou"", ""candidate_NE_name_norm"": ""mamou"", ""score"": 73, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Yomou"", ""candidate_NE_name_norm"": ""yomou"", ""score"": 73, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}]"
Nana Grebizi,nana grebizi,Nana-Grébizi,nana-grebizi,92,Central African Republic,"[{""candidate_NE_name"": ""Nana-Grébizi"", ""candidate_NE_name_norm"": ""nana-grebizi"", ""score"": 92, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Gnagna"", ""candidate_NE_name_norm"": ""gnagna"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Nyanga"", ""candidate_NE_name_norm"": ""nyanga"", ""score"": 72, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Nyanza"", ""candidate_NE_name_norm"": ""nyanza"", ""score"": 72, ""country"": ""Kenya""}, {""candidate_NE_name"": ""Kebili"", ""candidate_NE_name_norm"": ""kebili"", ""score"": 65, ""country"": ""Tunisia""}]"
Nana Mambere,nana mambere,Nana-Mambéré,nana-mambere,92,Central African Republic,"[{""candidate_NE_name"": ""Nana-Mambéré"", ""candidate_NE_name_norm"": ""nana-mambere"", ""score"": 92, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Berea"", ""candidate_NE_name_norm"": ""berea"", ""score"": 80, ""country"": ""Lesotho""}, {""candidate_NE_name"": ""Gnagna"", ""candidate_NE_name_norm"": ""gnagna"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Naâma"", ""candidate_NE_name_norm"": ""naama"", ""score"": 72, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Nyanga"", ""candidate_NE_name_norm"": ""nyanga"", ""score"": 72, ""country"": ""Gabon""}]"
Ombella-mpoko,ombella-mpoko,Ombella-M'Poko,ombella-mpoko,100,Central African Republic,"[{""candidate_NE_name"": ""Ombella-M'Poko"", ""candidate_NE_name_norm"": ""ombella-mpoko"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Gombe"", ""candidate_NE_name_norm"": ""gombe"", ""score"": 80, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Beyla"", ""candidate_NE_name_norm"": ""beyla"", ""score"": 72, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Njombe"", ""candidate_NE_name_norm"": ""njombe"", ""score"": 72, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Noumbiel"", ""candidate_NE_name_norm"": ""noumbiel"", ""score"": 69, ""country"": ""Burkina Faso""}]"
Ouaka,ouaka,Ouaka,ouaka,100,Central African Republic,"[{""candidate_NE_name"": ""Ouaka"", ""candidate_NE_name_norm"": ""ouaka"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Budaka"", ""candidate_NE_name_norm"": ""budaka"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Lusaka"", ""candidate_NE_name_norm"": ""lusaka"", ""score"": 73, ""country"": ""Zambia""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Likouala"", ""candidate_NE_name_norm"": ""likouala"", ""score"": 72, ""country"": ""Republic of the Congo""}]"
Ouham,ouham,Ouham,ouham,100,Central African Republic,"[{""candidate_NE_name"": ""Ouham"", ""candidate_NE_name_norm"": ""ouham"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Ouham-Pendé"", ""candidate_NE_name_norm"": ""ouham-pende"", ""score"": 90, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Adamaoua"", ""candidate_NE_name_norm"": ""adamaoua"", ""score"": 68, ""country"": ""Cameroon""}]"
Ouham-pende,ouham-pende,Ouham-Pendé,ouham-pende,100,Central African Republic,"[{""candidate_NE_name"": ""Ouham-Pendé"", ""candidate_NE_name_norm"": ""ouham-pende"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Ouham"", ""candidate_NE_name_norm"": ""ouham"", ""score"": 90, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Mubende"", ""candidate_NE_name_norm"": ""mubende"", ""score"": 65, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Buyende"", ""candidate_NE_name_norm"": ""buyende"", ""score"": 65, ""country"": ""Uganda""}]"
Sangha Mbaere,sangha mbaere,Sangha-Mbaéré,sangha-mbaere,92,Central African Republic,"[{""candidate_NE_name"": ""Sangha-Mbaéré"", ""candidate_NE_name_norm"": ""sangha-mbaere"", ""score"": 92, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Sangha"", ""candidate_NE_name_norm"": ""sangha"", ""score"": 90, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Mbale"", ""candidate_NE_name_norm"": ""mbale"", ""score"": 76, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ghat"", ""candidate_NE_name_norm"": ""ghat"", ""score"": 73, ""country"": ""Libya""}, {""candidate_NE_name"": ""Yagha"", ""candidate_NE_name_norm"": ""yagha"", ""score"": 72, ""country"": ""Burkina Faso""}]"
Vakaga,vakaga,Vakaga,vakaga,100,Central African Republic,"[{""candidate_NE_name"": ""Vakaga"", ""candidate_NE_name_norm"": ""vakaga"", ""score"": 100, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 68, ""country"": ""Togo""}, {""candidate_NE_name"": ""Kagera"", ""candidate_NE_name_norm"": ""kagera"", ""score"": 67, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Makamba"", ""candidate_NE_name_norm"": ""makamba"", ""score"": 62, ""country"": ""Burundi""}]"
Assongha,assongha,Ghat,ghat,77,Libya,"[{""candidate_NE_name"": ""Ghat"", ""candidate_NE_name_norm"": ""ghat"", ""score"": 77, ""country"": ""Libya""}, {""candidate_NE_name"": ""Donga"", ""candidate_NE_name_norm"": ""donga"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Sangha"", ""candidate_NE_name_norm"": ""sangha"", ""score"": 71, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Yagha"", ""candidate_NE_name_norm"": ""yagha"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bong"", ""candidate_NE_name_norm"": ""bong"", ""score"": 68, ""country"": ""Liberia""}]"
Baguirmi,baguirmi,Chari-Baguirmi,chari-baguirmi,90,Chad,"[{""candidate_NE_name"": ""Chari-Baguirmi"", ""candidate_NE_name_norm"": ""chari-baguirmi"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bay"", ""candidate_NE_name_norm"": ""bay"", ""score"": 72, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Bangui"", ""candidate_NE_name_norm"": ""bangui"", ""score"": 71, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Bugiri"", ""candidate_NE_name_norm"": ""bugiri"", ""score"": 71, ""country"": ""Uganda""}]"
Barh Koh,barh koh,Barh El Gazel,barh el gazel,86,Chad,"[{""candidate_NE_name"": ""Barh El Gazel"", ""candidate_NE_name_norm"": ""barh el gazel"", ""score"": 86, ""country"": ""Chad""}, {""candidate_NE_name"": ""Bari"", ""candidate_NE_name_norm"": ""bari"", ""score"": 77, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bay"", ""candidate_NE_name_norm"": ""bay"", ""score"": 72, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Barl El Gazal,barl el gazal,Gaza,gaza,90,Mozambique,"[{""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 90, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""El Tarf"", ""candidate_NE_name_norm"": ""el tarf"", ""score"": 86, ""country"": ""Algeria""}, {""candidate_NE_name"": ""El Oued"", ""candidate_NE_name_norm"": ""el oued"", ""score"": 86, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Laâyoune - Boujdour - Sakia El Hamra"", ""candidate_NE_name_norm"": ""laayoune - boujdour - sakia el hamra"", ""score"": 86, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Barh El Gazel"", ""candidate_NE_name_norm"": ""barh el gazel"", ""score"": 85, ""country"": ""Chad""}]"
Batha Est,batha est,Est,est,90,Cameroon,"[{""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Batha"", ""candidate_NE_name_norm"": ""batha"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Mayo-Kebbi Est"", ""candidate_NE_name_norm"": ""mayo-kebbi est"", ""score"": 86, ""country"": ""Chad""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Batna"", ""candidate_NE_name_norm"": ""batna"", ""score"": 72, ""country"": ""Algeria""}]"
Batha Ouest,batha ouest,Est,est,90,Cameroon,"[{""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Ouest"", ""candidate_NE_name_norm"": ""ouest"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Batha"", ""candidate_NE_name_norm"": ""batha"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Houet"", ""candidate_NE_name_norm"": ""houet"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}]"
Biltine,biltine,Bié,bie,72,Angola,"[{""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Constantine"", ""candidate_NE_name_norm"": ""constantine"", ""score"": 65, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Kebili"", ""candidate_NE_name_norm"": ""kebili"", ""score"": 62, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Ogooué-Maritime"", ""candidate_NE_name_norm"": ""ogooue-maritime"", ""score"": 60, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Bomi"", ""candidate_NE_name_norm"": ""bomi"", ""score"": 60, ""country"": ""Liberia""}]"
Borkou,borkou,Borkou,borkou,100,Chad,"[{""candidate_NE_name"": ""Borkou"", ""candidate_NE_name_norm"": ""borkou"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Borgou"", ""candidate_NE_name_norm"": ""borgou"", ""score"": 83, ""country"": ""Benin""}, {""candidate_NE_name"": ""Borno"", ""candidate_NE_name_norm"": ""borno"", ""score"": 73, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Boke"", ""candidate_NE_name_norm"": ""boke"", ""score"": 68, ""country"": ""Guinea""}]"
Daraba,daraba,Dalaba,dalaba,83,Guinea,"[{""candidate_NE_name"": ""Dalaba"", ""candidate_NE_name_norm"": ""dalaba"", ""score"": 83, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Taraba"", ""candidate_NE_name_norm"": ""taraba"", ""score"": 83, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 77, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Tajura' wa an Nawahi al Arba"", ""candidate_NE_name_norm"": ""tajura wa an nawahi al arba"", ""score"": 72, ""country"": ""Libya""}]"
Ennedi,ennedi,Ennedi,ennedi,100,Chad,"[{""candidate_NE_name"": ""Ennedi"", ""candidate_NE_name_norm"": ""ennedi"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Kénédougou"", ""candidate_NE_name_norm"": ""kenedougou"", ""score"": 65, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Séno"", ""candidate_NE_name_norm"": ""seno"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Neno"", ""candidate_NE_name_norm"": ""neno"", ""score"": 60, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 60, ""country"": ""Nigeria""}]"
Guera,guera,Guéra,guera,100,Chad,"[{""candidate_NE_name"": ""Guéra"", ""candidate_NE_name_norm"": ""guera"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Gourma"", ""candidate_NE_name_norm"": ""gourma"", ""score"": 73, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Guelma"", ""candidate_NE_name_norm"": ""guelma"", ""score"": 73, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Gezira"", ""candidate_NE_name_norm"": ""gezira"", ""score"": 73, ""country"": ""Sudan""}, {""candidate_NE_name"": ""Kagera"", ""candidate_NE_name_norm"": ""kagera"", ""score"": 73, ""country"": ""United Republic of Tanzania""}]"
Hadjer Lamis,hadjer lamis,Hadjer-Lamis,hadjer-lamis,92,Chad,"[{""candidate_NE_name"": ""Hadjer-Lamis"", ""candidate_NE_name_norm"": ""hadjer-lamis"", ""score"": 92, ""country"": ""Chad""}, {""candidate_NE_name"": ""Pader"", ""candidate_NE_name_norm"": ""pader"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ghadamis"", ""candidate_NE_name_norm"": ""ghadamis"", ""score"": 70, ""country"": ""Libya""}, {""candidate_NE_name"": ""Glacis"", ""candidate_NE_name_norm"": ""glacis"", ""score"": 65, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Kabia,kabia,Abia,abia,89,Nigeria,"[{""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 89, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kabarole"", ""candidate_NE_name_norm"": ""kabarole"", ""score"": 80, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Koubia"", ""candidate_NE_name_norm"": ""koubia"", ""score"": 73, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Kabale"", ""candidate_NE_name_norm"": ""kabale"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ajdabiya"", ""candidate_NE_name_norm"": ""ajdabiya"", ""score"": 72, ""country"": ""Libya""}]"
Kanem,kanem,Kanem,kanem,100,Chad,"[{""candidate_NE_name"": ""Kanem"", ""candidate_NE_name_norm"": ""kanem"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Mostaganem"", ""candidate_NE_name_norm"": ""mostaganem"", ""score"": 80, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Relizane"", ""candidate_NE_name_norm"": ""relizane"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Kérouané"", ""candidate_NE_name_norm"": ""kerouane"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Fès - Boulemane"", ""candidate_NE_name_norm"": ""fes - boulemane"", ""score"": 68, ""country"": ""Morocco""}]"
Lac,lac,Lac,lac,100,Chad,"[{""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Flacq"", ""candidate_NE_name_norm"": ""flacq"", ""score"": 90, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Kaolack"", ""candidate_NE_name_norm"": ""kaolack"", ""score"": 90, ""country"": ""Senegal""}, {""candidate_NE_name"": ""Glacis"", ""candidate_NE_name_norm"": ""glacis"", ""score"": 90, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Lacs"", ""candidate_NE_name_norm"": ""lacs"", ""score"": 86, ""country"": ""Ivory Coast""}]"
Lac Iro,lac iro,Lac,lac,90,Chad,"[{""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Lacs"", ""candidate_NE_name_norm"": ""lacs"", ""score"": 77, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Analanjirofo"", ""candidate_NE_name_norm"": ""analanjirofo"", ""score"": 64, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Lola"", ""candidate_NE_name_norm"": ""lola"", ""score"": 64, ""country"": ""Guinea""}]"
Logone Occidental,logone occidental,Logone Occidental,logone occidental,100,Chad,"[{""candidate_NE_name"": ""Logone Occidental"", ""candidate_NE_name_norm"": ""logone occidental"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Logone Oriental"", ""candidate_NE_name_norm"": ""logone oriental"", ""score"": 88, ""country"": ""Chad""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Botswana""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Ghana""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Kenya""}]"
Logone Oriental,logone oriental,Logone Oriental,logone oriental,100,Chad,"[{""candidate_NE_name"": ""Logone Oriental"", ""candidate_NE_name_norm"": ""logone oriental"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Oriental"", ""candidate_NE_name_norm"": ""oriental"", ""score"": 90, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Logone Occidental"", ""candidate_NE_name_norm"": ""logone occidental"", ""score"": 88, ""country"": ""Chad""}, {""candidate_NE_name"": ""Orientale"", ""candidate_NE_name_norm"": ""orientale"", ""score"": 85, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Botswana""}]"
Mandoul,mandoul,Mandoul,mandoul,100,Chad,"[{""candidate_NE_name"": ""Mandoul"", ""candidate_NE_name_norm"": ""mandoul"", ""score"": 100, ""country"": ""Chad""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kano"", ""candidate_NE_name_norm"": ""kano"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Andjouân"", ""candidate_NE_name_norm"": ""andjouan"", ""score"": 67, ""country"": ""Comoros""}, {""candidate_NE_name"": ""Mamou"", ""candidate_NE_name_norm"": ""mamou"", ""score"": 67, ""country"": ""Guinea""}]"
Mayo-Boneye,mayo-boneye,Boeny,boeny,72,Madagascar,"[{""candidate_NE_name"": ""Boeny"", ""candidate_NE_name_norm"": ""boeny"", ""score"": 72, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Boke"", ""candidate_NE_name_norm"": ""boke"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Bong"", ""candidate_NE_name_norm"": ""bong"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Yobe"", ""candidate_NE_name_norm"": ""yobe"", ""score"": 68, ""country"": ""Nigeria""}]"
Mayo-Dala,mayo-dala,Dabola,dabola,72,Guinea,"[{""candidate_NE_name"": ""Dabola"", ""candidate_NE_name_norm"": ""dabola"", ""score"": 72, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Dalaba"", ""candidate_NE_name_norm"": ""dalaba"", ""score"": 72, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Moyo"", ""candidate_NE_name_norm"": ""moyo"", ""score"": 68, ""country"": ""Uganda""}]"
